Age,Accessibility,EdLevel,Employment,MentalHealth,MainBranch,YearsCode,PreviousSalary,ComputerSkills,Employed,Man,NonBinary,Woman,Asia,Australia,Europe,NorthAmerica,Others,South America
1,0,2,1,1,1,10,127000.0,10,0,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,11,130000.0,15,1,1,0,0,0,0,0,1,0,0
1,0,1,1,0,1,24,50000.0,12,1,1,0,0,0,0,0,1,0,0
1,0,1,1,1,1,26,170000.0,6,1,1,0,0,0,0,0,1,0,0
0,1,1,0,1,0,10,11544.0,18,1,0,1,0,0,0,1,0,0,0
0,0,2,0,0,0,6,29320.0,14,0,0,0,1,1,0,0,0,0,0
0,0,2,1,0,1,4,75000.0,7,1,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,3,28248.0,6,0,1,0,0,0,0,0,0,0,1
1,0,2,1,0,0,32,90000.0,8,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,10,59454.0,22,0,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,16,105000.0,11,0,1,0,0,0,0,0,1,0,0
0,0,1,1,0,1,10,7764.0,19,1,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,7,27492.0,12,1,1,0,0,0,0,0,0,0,1
1,0,1,0,0,1,22,25000.0,10,0,1,0,0,0,0,0,0,0,1
0,0,3,1,0,1,10,33252.0,12,0,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,20,95000.0,24,1,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,13,25128.0,4,0,0,0,1,1,0,0,0,0,0
0,0,2,0,0,1,7,70000.0,10,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,12,150000.0,21,1,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,12,26112.0,25,1,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,6,170000.0,7,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,6,88000.0,14,1,1,0,0,0,0,0,1,0,0
0,0,3,1,1,1,10,13600.0,12,1,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,12,31824.0,9,0,1,0,0,0,0,0,0,1,0
1,0,3,0,0,1,30,133619.0,24,1,1,0,0,0,1,0,0,0,0
1,0,3,1,1,0,10,123500.0,6,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,16,81720.0,14,1,1,0,0,0,0,1,0,0,0
0,0,1,1,1,0,4,14268.0,5,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,5,5585.0,6,0,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,5,9888.0,16,1,1,0,0,1,0,0,0,0,0
0,1,3,1,1,1,6,26520.0,10,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0,1,25,53880.0,11,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,6,12264.0,7,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,5,84000.0,11,1,0,0,1,0,0,0,1,0,0
0,0,2,1,1,1,4,100000.0,12,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,9,130000.0,10,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,22,122580.0,22,1,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,15,29832.0,3,0,1,0,0,0,0,0,0,1,0
0,0,3,1,0,0,5,20760.0,7,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,13,6876.0,11,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,1,16,19452.0,9,0,1,0,0,0,0,0,0,1,0
1,0,3,1,0,0,25,86478.0,7,0,1,0,0,0,0,1,0,0,0
1,0,3,0,0,1,33,54049.0,22,1,1,0,0,0,0,1,0,0,0
0,0,1,1,1,1,8,130000.0,13,0,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,35,90482.0,14,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,7,16572.0,11,0,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,9,9672.0,19,1,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,5,16754.0,9,1,1,0,0,1,0,0,0,0,0
1,0,0,1,0,1,27,30792.0,9,1,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,22,175000.0,11,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,12,54049.0,17,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,6,60000.0,10,0,1,0,0,0,0,0,0,1,0
1,0,2,0,0,1,39,64859.0,11,0,1,0,0,0,0,1,0,0,0
1,0,1,1,1,1,30,75527.0,25,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,5,61368.0,11,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,14,120000.0,27,1,1,0,0,0,0,0,1,0,0
0,1,2,1,0,1,3,85000.0,10,0,1,0,0,0,0,0,1,0,0
1,0,4,1,0,1,15,41568.0,14,1,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,10,55224.0,13,1,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,24,77832.0,21,1,1,0,0,0,0,1,0,0,0
0,0,0,1,0,1,5,41597.0,10,1,1,0,0,0,0,0,1,0,0
0,0,3,1,1,0,7,24744.0,9,0,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,11,92964.0,14,0,1,0,0,0,0,1,0,0,0
1,0,1,1,0,1,30,84019.0,3,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,15,9228.0,21,1,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,21,58167.0,26,1,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,7,95550.0,14,1,1,0,0,0,0,1,0,0,0
0,0,2,0,1,1,5,8377.0,21,1,1,0,0,1,0,0,0,0,0
1,0,4,1,0,0,20,67452.0,4,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,0,16,42012.0,19,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,10,64287.0,20,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,12,91514.0,14,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,10,121010.0,24,1,1,0,0,0,0,0,1,0,0
0,0,1,1,0,1,8,43560.0,18,1,1,0,0,0,0,0,1,0,0
1,0,1,1,1,1,23,29832.0,5,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,6,70000.0,11,0,1,0,0,0,0,0,1,0,0
0,0,2,0,0,1,13,12000.0,10,0,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,5,16920.0,15,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,15,47088.0,5,1,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,18,180000.0,20,1,1,0,0,0,0,0,1,0,0
1,0,1,0,1,1,25,38000.0,10,0,1,0,0,0,0,0,1,0,0
0,0,3,1,1,1,20,85000.0,21,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,21,90000.0,13,1,1,0,0,0,0,0,1,0,0
0,0,3,1,1,1,3,46704.0,11,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,11,150000.0,11,0,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,6,47724.0,16,1,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,6,55211.0,4,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,10,136500.0,10,1,0,0,1,0,0,0,1,0,0
1,0,3,0,0,1,33,62697.0,3,0,1,0,0,0,0,1,0,0,0
0,0,1,1,0,1,5,9720.0,18,1,1,0,0,1,0,0,0,0,0
1,0,2,1,0,1,24,85735.0,16,1,1,0,0,1,0,0,0,0,0
1,0,4,1,0,1,30,64859.0,18,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,6,85440.0,20,1,1,0,0,1,0,0,0,0,0
1,0,2,1,0,1,18,67312.0,13,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,9,85000.0,14,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,0,10,70000.0,4,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,13,67548.0,11,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,8,52942.0,8,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,13,80000.0,17,1,1,0,0,0,0,0,1,0,0
0,0,2,0,0,1,16,22800.0,11,1,1,0,0,0,0,0,0,1,0
0,0,1,1,0,1,12,36252.0,3,0,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,11,90802.0,7,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,20,103408.0,17,1,1,0,0,0,0,1,0,0,0
0,0,1,0,0,1,11,8568.0,21,1,1,0,0,0,0,1,0,0,0
0,0,1,0,0,1,3,7368.0,13,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,0,5,135000.0,7,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,10,150000.0,24,1,1,0,0,0,0,0,1,0,0
1,1,3,1,0,1,13,28800.0,22,1,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,10,18876.0,16,1,1,0,0,0,0,0,0,1,0
1,0,4,1,0,1,20,160000.0,20,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,8,87500.0,5,0,1,0,0,0,0,0,1,0,0
0,0,2,0,0,1,23,83136.0,8,1,1,0,0,0,0,1,0,0,0
1,0,3,1,0,0,25,54049.0,16,0,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,11,62828.0,11,0,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,15,134000.0,10,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,20,84312.0,7,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,6,33510.0,10,1,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,21,150000.0,10,0,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,10,80000.0,10,0,0,1,0,0,0,0,1,0,0
0,0,2,1,0,1,7,15408.0,7,0,1,0,0,0,0,0,0,1,0
0,0,3,0,0,1,14,84316.0,16,0,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,16,130000.0,20,1,1,0,0,0,0,0,1,0,0
1,0,3,0,0,1,14,188149.0,17,1,1,0,0,0,0,1,0,0,0
1,0,2,1,1,1,20,32429.0,25,1,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,17,13740.0,1,0,1,0,0,0,0,0,0,0,1
0,0,1,1,1,1,7,70337.0,20,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,10,58639.0,18,1,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,10,55060.0,14,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,7,85000.0,10,1,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,12,106092.0,22,1,1,0,0,0,0,0,0,1,0
0,0,1,1,0,1,5,120000.0,16,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,28,62268.0,22,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,11,55065.0,14,1,1,0,0,0,0,1,0,0,0
0,1,1,1,1,1,18,22536.0,6,0,0,1,0,0,0,0,0,0,1
1,0,4,1,0,1,31,159203.0,5,0,1,0,0,0,0,1,0,0,0
1,0,0,1,1,1,20,85000.0,5,0,1,0,0,0,0,0,1,0,0
0,0,1,1,0,1,15,38916.0,14,1,1,0,0,0,0,1,0,0,0
1,0,2,0,0,1,20,108098.0,14,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,12,75631.0,7,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,13,31308.0,13,1,1,0,0,0,0,0,0,1,0
1,0,4,0,0,1,26,121979.0,6,0,1,0,0,0,0,1,0,0,0
0,0,1,1,1,1,7,124000.0,10,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,10,46800.0,10,1,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,11,27096.0,14,1,1,0,0,0,0,0,0,0,1
1,0,2,1,0,1,23,77832.0,7,0,1,0,0,0,0,0,0,1,0
0,0,1,1,0,1,3,2328.0,5,0,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,16,58104.0,5,0,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,7,43239.0,16,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,8,15564.0,17,1,1,0,0,0,0,1,0,0,0
0,0,0,1,0,1,10,32429.0,9,0,1,0,0,0,0,1,0,0,0
1,0,1,0,0,1,20,36372.0,21,1,1,0,0,0,0,1,0,0,0
0,0,0,1,0,1,2,5040.0,18,0,1,0,0,0,0,0,0,1,0
1,0,3,1,0,1,29,64440.0,14,0,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,15,37816.0,11,0,0,0,1,0,0,0,1,0,0
1,0,1,1,0,1,35,69468.0,1,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,11,155000.0,3,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,17,98500.0,19,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,6,37056.0,10,0,1,0,0,0,0,0,0,1,0
1,0,3,1,0,1,25,75240.0,20,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,7,90000.0,7,1,1,0,0,0,0,0,1,0,0
1,0,1,1,0,1,35,84312.0,28,1,1,0,0,0,0,1,0,0,0
1,0,2,1,1,1,37,132000.0,13,1,1,0,0,0,0,0,1,0,0
0,0,2,0,1,1,7,11112.0,12,1,1,0,0,0,0,0,0,1,0
0,0,4,0,0,1,20,90804.0,20,1,1,0,0,0,0,1,0,0,0
0,0,1,1,0,1,12,25944.0,5,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,15,24396.0,23,0,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,22,125382.0,7,0,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,5,62760.0,11,1,1,0,0,0,0,0,0,1,0
1,0,3,1,0,1,25,170000.0,16,0,1,0,0,0,0,0,1,0,0
0,0,3,1,1,1,9,38915.0,28,1,1,0,0,0,0,1,0,0,0
1,1,3,1,0,1,16,91883.0,19,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,10,12924.0,15,1,1,0,0,0,0,0,1,0,0
0,0,1,0,1,1,11,85000.0,22,1,1,0,0,0,0,0,1,0,0
0,1,2,1,0,1,12,42804.0,3,0,1,0,0,0,0,1,0,0,0
0,0,1,1,1,1,8,180000.0,8,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,10,70264.0,14,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,22,124000.0,8,1,1,0,0,0,0,0,1,0,0
1,0,0,1,0,1,16,121000.0,9,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,25,75000.0,5,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,10,12000.0,9,1,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,6,59749.0,5,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,27,80169.0,2,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,5,145000.0,15,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,4,5244.0,13,1,1,0,0,0,0,0,0,1,0
0,0,3,0,0,0,4,31020.0,14,0,1,0,0,0,0,1,0,0,0
0,0,3,0,0,1,9,56616.0,4,0,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,10,75631.0,21,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,17,57204.0,11,1,1,0,0,0,0,0,0,1,0
0,0,1,1,1,1,6,45241.0,10,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,8,7164.0,15,1,0,0,1,0,0,0,0,1,0
0,0,0,1,0,1,18,155000.0,23,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,3,19927.0,17,1,1,0,0,0,0,0,0,0,1
1,0,2,1,0,1,20,42378.0,23,1,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,12,42468.0,21,1,1,0,0,0,0,0,0,1,0
1,0,1,1,0,1,25,100000.0,8,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,5,45000.0,15,1,0,0,1,0,0,0,1,0,0
0,0,2,1,0,1,4,84000.0,15,1,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,18,47808.0,9,1,1,0,0,0,0,1,0,0,0
1,0,3,0,0,1,20,24744.0,22,1,1,0,0,0,0,0,0,0,1
0,0,2,0,1,1,7,110000.0,17,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,12,86478.0,20,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,23,112000.0,20,1,1,0,0,0,0,0,1,0,0
1,0,0,1,0,1,18,140000.0,10,0,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,25,37632.0,12,0,1,0,0,0,0,0,0,0,1
0,0,2,1,0,0,6,28416.0,15,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,6,37824.0,13,1,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,14,136136.0,11,0,1,0,0,0,0,0,1,0,0
1,0,1,1,1,1,25,130000.0,26,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,8,80000.0,13,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,4,14112.0,14,1,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,3,73000.0,10,1,1,0,0,0,0,0,1,0,0
0,0,1,0,0,1,6,2748.0,19,1,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,6,105000.0,21,0,1,0,0,0,0,0,1,0,0
1,0,3,1,1,1,32,58373.0,13,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,10,150000.0,21,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,5,3108.0,6,0,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,7,26520.0,2,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,5,20616.0,10,1,1,0,0,0,0,0,0,0,1
1,0,4,1,0,1,17,32544.0,13,1,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,1,17296.0,13,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,1,7,4200.0,15,0,1,0,0,0,0,0,0,1,0
0,0,3,1,1,1,7,59459.0,11,0,0,0,1,0,0,1,0,0,0
0,0,2,0,0,1,4,4224.0,10,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,10,65136.0,6,0,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,9,32424.0,14,1,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,12,75669.0,11,0,1,0,0,0,0,1,0,0,0
0,0,2,0,0,1,10,77832.0,20,1,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,25,43032.0,26,1,1,0,0,1,0,0,0,0,0
1,0,3,1,1,1,3,65000.0,12,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,10,99000.0,15,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,25,186000.0,17,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,18,120000.0,11,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,16,55047.0,11,0,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,9,120000.0,6,0,1,0,0,0,0,0,0,1,0
0,0,2,1,1,1,12,18150.0,10,0,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,10,49092.0,18,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,5,74000.0,8,0,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,14,25131.0,4,0,1,0,0,1,0,0,0,0,0
1,0,2,1,0,1,23,55756.0,8,0,1,0,0,1,0,0,0,0,0
1,0,2,1,0,1,20,41232.0,19,1,1,0,0,0,0,0,0,0,1
1,0,2,1,0,1,20,100822.0,5,0,1,0,0,0,0,1,0,0,0
1,0,0,1,0,1,22,135000.0,5,0,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,10,22800.0,28,1,1,0,0,0,0,0,0,1,0
1,0,3,1,0,1,19,27492.0,24,1,1,0,0,0,0,0,0,0,1
1,0,2,1,0,1,22,48263.0,24,1,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,20,10944.0,9,0,1,0,0,0,0,0,0,0,1
0,0,2,1,0,0,14,93397.0,14,0,1,0,0,0,0,1,0,0,0
1,0,1,1,0,1,23,95835.0,12,0,1,0,0,0,1,0,0,0,0
0,0,3,1,0,1,8,32316.0,26,1,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,25,129718.0,8,0,1,0,0,0,0,1,0,0,0
1,0,1,1,0,1,12,125000.0,20,0,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,18,97260.0,10,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,2,21600.0,16,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,12,82836.0,11,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,1,6,38916.0,13,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,0,5,8377.0,8,0,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,7,127500.0,15,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,7,20400.0,11,1,0,1,0,0,0,0,1,0,0
0,0,3,1,0,1,20,161574.0,9,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,19,157500.0,7,0,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,35,38928.0,8,0,1,0,0,0,0,0,0,0,1
0,0,3,1,0,0,10,86478.0,16,1,1,0,0,0,0,1,0,0,0
0,0,0,0,1,1,7,16560.0,25,1,1,0,0,0,0,0,0,1,0
0,0,0,1,1,1,5,33780.0,15,1,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,39,170000.0,11,1,0,1,0,0,0,0,1,0,0
0,0,1,1,0,1,8,68068.0,19,1,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,20,67452.0,5,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,1,38,116748.0,16,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,35,45396.0,5,0,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,8,55000.0,6,0,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,14,41568.0,13,0,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,23,155000.0,15,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,1,7,24648.0,11,0,1,0,0,0,0,0,0,1,0
0,0,1,1,0,1,6,13416.0,7,0,1,0,0,0,0,0,0,0,1
0,0,1,1,1,1,10,75669.0,8,0,0,1,0,0,0,1,0,0,0
1,0,2,1,1,1,22,17652.0,9,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,1,20,64860.0,13,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,1,8,6000.0,19,1,1,0,0,0,0,1,0,0,0
1,0,1,1,1,1,33,34505.0,6,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,25,100000.0,8,1,0,1,0,0,0,0,1,0,0
0,0,3,1,0,1,12,90758.0,20,1,1,0,0,0,0,0,1,0,0
1,0,1,1,0,1,35,30240.0,10,0,1,0,0,0,0,0,0,0,1
0,0,4,1,0,1,15,56808.0,16,1,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,3,86478.0,15,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,11,28260.0,24,0,1,0,0,1,0,0,0,0,0
0,0,3,1,0,1,22,99357.0,7,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,20,120000.0,8,1,1,0,0,0,0,0,1,0,0
1,0,1,0,0,1,24,58368.0,11,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,7,84000.0,2,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,25,140000.0,10,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,13,119946.0,21,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,9,87000.0,13,1,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,20,41232.0,9,0,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,8,105000.0,16,1,0,0,1,0,0,0,1,0,0
0,0,2,1,0,1,7,36000.0,15,0,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,6,64480.0,10,0,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,14,147500.0,16,1,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,15,64287.0,6,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,10,7584.0,7,0,1,0,0,1,0,0,0,0,0
0,0,3,1,0,1,7,77832.0,7,0,1,0,0,0,0,0,0,1,0
1,0,2,1,1,1,3,35316.0,4,0,1,0,0,0,0,0,0,0,1
0,0,3,1,1,0,12,78900.0,21,1,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,2,75000.0,11,1,1,0,0,0,0,0,1,0,0
1,1,2,1,1,0,10,46000.0,20,1,1,0,0,0,0,0,1,0,0
0,0,2,0,0,1,5,16836.0,28,1,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,20,85000.0,7,0,0,1,0,0,0,0,1,0,0
1,0,3,1,0,0,15,67548.0,14,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,35,36000.0,24,1,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,11,51888.0,10,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,8,86000.0,8,0,1,0,0,0,0,0,1,0,0
1,0,1,0,0,1,18,62352.0,14,1,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,16,121000.0,19,1,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,14,49725.0,10,0,1,0,0,0,0,1,0,0,0
1,0,3,1,1,1,37,96945.0,24,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,7,49160.0,13,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,11,8328.0,25,1,1,0,0,1,0,0,0,0,0
1,0,2,1,1,1,7,59000.0,11,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,10,13962.0,29,1,1,0,0,1,0,0,0,0,0
0,0,3,0,0,1,6,120000.0,19,1,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,15,31240.0,20,1,1,0,0,0,0,1,0,0,0
1,0,2,1,1,1,30,29186.0,12,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,17,91000.0,11,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,10,8000.0,17,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,11,10992.0,4,0,1,0,0,0,0,0,0,0,1
1,0,3,1,0,1,18,64859.0,24,1,1,0,0,0,0,1,0,0,0
0,0,0,1,0,1,10,45396.0,10,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,11,70000.0,13,0,1,0,0,0,0,0,1,0,0
1,0,4,1,1,0,10,81319.0,3,0,1,0,0,0,0,1,0,0,0
0,0,1,1,1,1,8,54784.0,11,0,1,0,0,0,1,0,0,0,0
0,0,2,1,0,1,10,75631.0,11,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,18,50477.0,12,1,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,6,8376.0,19,1,1,0,0,1,0,0,0,0,0
0,0,3,1,0,1,12,50400.0,10,0,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,10,88900.0,9,1,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,30,135000.0,13,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,4,55000.0,21,1,1,0,0,0,0,0,1,0,0
0,1,1,1,1,1,6,30000.0,16,1,1,0,0,0,0,0,1,0,0
0,0,4,1,0,0,12,70264.0,5,0,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,5,78811.0,4,0,0,0,1,0,0,0,1,0,0
